ID;nomArch;coteArch;dateEntree;nature;modeEntree;servProd;typeProd;activiteProd;descContenu;natureSupport;mlEntree;nbreArt
636;Archives municipales d'Avignon;1064W;17/07/2008;Archives publiques;Versement;;;Domaine public;1 dossier voirie-état remembrement de 1950 ministère de la reconstruction, association syndicale de remembrement d'Avignon-sud, îlots 1 à 23.;;0,1;1
638;Archives municipales d'Avignon;1096W;06/06/2012;Archives publiques;Versement;;;Centre hospitalier Henri Duffaut;Direction des actions de maintenance, d'ingénierie, et de sécurité / Maîtrise d'oeuvre, entretien, aménagement (11 boîtes, 58 dossiers, plans);;3,5;67
639;Archives municipales d'Avignon;1097W;06/06/2012;Archives publiques;Versement;;;Centre hospitalier Henri Duffaut;Direction des affaires financières, du contrôle de gestion et de la contractualisation;;0;0
640;Archives municipales d'Avignon;1098W;12/07/2012;Archives publiques;Versement;;;Personnel-gestion des temps;22 articles d'éléments variables de paye (2006 - 2011);;2,7;22
644;Archives municipales d'Avignon;1100W;27/07/2012;Archives publiques;Versement;;;Secrétariat général;5 articles conseil municipal, conseil de majorité (2004 - 2010);;0,5;5
645;Archives municipales d'Avignon;1102W;07/08/2012;Archives publiques;Versement;;;Commande publique;40 articles de candidatures et offres non retenues (2010).;;4;40
648;Archives municipales d'Avignon;1104W;27/09/2012;Archives publiques;Versement;;;Direction administrative des services techniques;Dossiers de suivi des marchés publics (1962-2009).(entrés le 27/09/2012), 1 article d'enregistrement de la correspondance (2007-2010)(ajout 10/10/2012), 8 articles des marchés de restauration du parc des sports (ajout 10/10/2012);;14,5;385
649;Archives municipales d'Avignon;1M41;10/10/2012;Archives publiques;Versement;;;Gestion du patrimoine;1 plan calque projet de construction d'un hôtel des postes et logement du receveur place Pie (projet approuvé 1887).;;0,05;1
650;Archives municipales d'Avignon;1103W;18/09/2012;Archives publiques;Versement;;;Action culturelle;36 articles de dossiers suivis par le directeur (1963-2007).;;1;36
651;Archives municipales d'Avignon;1099W;10/10/2012;Archives publiques;Versement;;;Opéra;7 articles de la direction de la scène et des services techniques (1992 - 2012).;;0,7;7
656;Archives municipales d'Avignon;1106W;30/10/2012;Archives publiques;Versement;;;Commande publique;151 articles de marchés soldés (2004 - 2011);;13;151
657;Archives municipales d'Avignon;1107W;30/10/2012;Archives publiques;Versement;;;Commande publique;19 articles de CONR (2004 - 2011);;0;19
659;Archives municipales d'Avignon;78Z;09/11/2012;Archives publiques;Versement;;;Office de tourisme;200 articles environ d'administration générale, de communication de l'établissement (1958 - 2005);;13;200
661;Archives municipales d'Avignon;1101W;16/11/2012;Archives publiques;Versement;;;Secrétariat général;22 articles de dossiers de séances du conseil municipal (2007 - 2008);;3,3;22
662;Archives municipales d'Avignon;1110W;07/12/2012;Archives publiques;Versement;;;Secrétariat général;58 registres d'arrêtés du maire, 1 article de listes chrono-numériques de ces arrêtés (2011).;;2,2;59
664;Archives municipales d'Avignon;1E;08/01/2013;Archives publiques;Versement;;;Mairie de Montfavet;1 registre NMD (1912) ( 1E513), 1 table décennale NMD (1903-1912) (1E545). ;;0,1;2
665;Archives municipales d'Avignon;1E;08/01/2013;Archives publiques;Versement;;;Etat-civil;"3 registres NMD (1912) (1E119, 1E269, 1E418) ; 3 tables décennales NMD (1912) (1E460, 1E477, 1E492).";;0,6;6
667;Archives municipales d'Avignon;1108W;09/01/2013;Archives publiques;Versement;;;Jumelages;26 articles de fonctionnement du service (1960-2011);;0;26
674;Archives municipales d'Avignon;810W6;01/02/2013;Archives publiques;Versement;;;Direction générale;Jean-Louis Cros, dossier Avignon 2000 capitale européenne de la culture (1997 - 2000).;;0,1;1
675;Archives municipales d'Avignon;1118W;07/03/2013;Archives publiques;Versement;;;Cellule emploi;Dossiers de demandeurs d'emploi (2002).;;2,9;29
676;Archives municipales d'Avignon;1119W;07/03/2013;Archives publiques;Versement;;;Cellule emploi;Dossiers de demandeurs d'emploi (2003).;;1,4;14
677;Archives municipales d'Avignon;1120W;07/03/2013;Archives publiques;Versement;;;Cellule emploi;Dossiers de demandeurs d'emploi (2004).;;4,2;42
678;Archives municipales d'Avignon;1121W;07/03/2013;Archives publiques;Versement;;;Cellule emploi;Dossiers de demandeurs d'emploi (2001, 2005, 2010), agendas.;;0,6;9
680;Archives municipales d'Avignon;1124W;02/04/2013;Archives publiques;Versement;;;Secrétariat général;Cassettes d'enregistrement des séances du conseil municipal.;;0;0
682;Archives municipales d'Avignon;1127W;17/04/2013;Archives publiques;Versement;;;Cabinet des élus;Vrac bureau Tomas REDONDO, adjoint limogé en mars 2013. ;;4,2;0
685;Archives municipales d'Avignon;1126W;23/04/2013;Archives publiques;Versement;;;Patrimoine et habitat;31 panneaux d'exposition, 13 articles OPAH 1, 2, 3 et 4 (1992 - 2012). ;;4,2;44
686;Archives municipales d'Avignon;1124W;02/04/2013;Archives publiques;Versement;;;Secrétariat général;5 articles versés par l'économat (2006 - 2011).;;0;5
687;Archives municipales d'Avignon;1113W;12/04/2013;Archives publiques;Versement;;;Personnel-mobilité-formation;31 articles (2007 - 2011).;;3,4;31
688;Archives municipales d'Avignon;1128W;30/04/2013;Archives publiques;Versement;;;Centre hospitalier d'Avignon;340 articles de dossiers des patients (1923 - 1994).;;0;340
689;Archives municipales d'Avignon;1077W;21/05/2013;Archives publiques;Versement;;;Personnel-gestion;29 articles de dossiers de personnel retraite, décès, invalidité et accidents de service (1967 - 2011).;;4,7;29
690;Archives municipales d'Avignon;1123W;21/05/2013;Archives publiques;Versement;;;Personnel-gestion;33 articles de dossiers de personnel retraite, décès, invalidité et accidents de service (1971 - 2009).;;4,3;33
691;Archives municipales d'Avignon;1113W;22/05/2013;Archives publiques;Versement;;;Personnel-mobilité-formation;31 articles (2007 - 2011).;;4,5;31
692;Archives municipales d'Avignon;1115W;22/05/2013;Archives publiques;Versement;;;Commande publique;8 articles de délégations de services publics (2004 - 2007).;;0,8;8
693;Archives municipales d'Avignon;1116W;22/05/2013;Archives publiques;Versement;;;Commande publique;54 articles de marchés soldés (2004 - 2010).;;6,9;54
694;Archives municipales d'Avignon;1117W;22/05/2013;Archives publiques;Versement;;;Commande publique;29 articles de CONR (2012).;;3,6;29
696;Archives municipales d'Avignon;1122W;24/05/2013;Archives publiques;Versement;;;Personnel-gestion;15 articles d'éléments variables de paie (2010).;;1,8;15
697;Archives municipales d'Avignon;1111W;24/05/2013;Archives publiques;Versement;;;Etat-civil;13 articles du bureau des mariages (2010).;;3,1;13
698;Archives municipales d'Avignon;1125W;24/05/2013;Archives publiques;Versement;;;Secrétariat général;5 boites de l'économat (2006 - 2011).;;0,8;5
699;Archives municipales d'Avignon;1129W;28/05/2013;Archives publiques;Versement;;;Affaires générales et militaires;16 articles (1987 - 2012).;;1,7;16
700;Archives municipales d'Avignon;1130W;28/05/2013;Archives publiques;Versement;;;Financiers;Vrac récupéré dans le local de pré-archivage du service;;23,7;78
701;Archives municipales d'Avignon;1131W;28/05/2013;Archives publiques;Versement;;;Cabinet des élus;Archives de Vincent Leleu;;2,5;0
702;Archives municipales d'Avignon;1112W;03/06/2013;Archives publiques;Versement;;;Hygiène;46 articles (doubles PC, DT, chronos, plaintes et pétitions, pièces comptables);;4,6;46
704;Archives municipales d'Avignon;1132W;17/06/2013;Archives publiques;Versement;;;Personnel-gestion;107 articles de dossiers personnel retraités, décédés, mutés et d'accidents de service (2007 - 2011).;;10,7;107
705;Archives municipales d'Avignon;1134W;14/06/2013;Archives publiques;Versement;;;Opéra;12 articles de factures (2008) + 3 articles de factures (2009).;;5,5;23
707;Archives municipales d'Avignon;1135W;19/07/2013;Archives publiques;Versement;;;Direction générale;56 articles archives de Laurent REGNE directeur général adjoint (1992 - 2013);;10;56
708;Archives municipales d'Avignon;1137W;22/08/2013;Archives publiques;Versement;;;Financiers;57 articles de pièces préparatoires aux budgets et comptes de gestion (2000 - 2010).;;5,4;57
709;Archives municipales d'Avignon;1136W;22/08/2013;Archives publiques;Versement;;;Enseignement;223 articles (1983 - 2011);;23;223
710;Archives municipales d'Avignon;1138W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commandes, factures (2003). ;;7,5;77
711;Archives municipales d'Avignon;1139W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commande, bons de livraison, factures (2004).;;7,3;86
712;Archives municipales d'Avignon;1140W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commandes, bons de livraison, factures (2005).;;7;95
713;Archives municipales d'Avignon;1141W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commande, bons de livraison, factures (2006).;;11,2;112
714;Archives municipales d'Avignon;1142W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commandes, bon de livraison, factures (2007).;;8,7;87
715;Archives municipales d'Avignon;1143W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commande, bons de livraison, factures (2008).;;9;82
716;Archives municipales d'Avignon;1144W;09/09/2013;Archives publiques;Versement;;;Financiers;Budget primitif : devis, bons de commande, bons de livraison, factures (2009).;;0,1;1
717;Archives municipales d'Avignon;1145W;09/09/2013;Archives publiques;Versement;;;Financiers;Relances fournisseurs, factures suspendues;;2,3;23
718;Archives municipales d'Avignon;1147W;20/09/2013;Archives publiques;Versement;;;Personnel-mobilité-formation;62 articles (2001 - 2010), ajout 1 article (1147W63) versé le 13 janvier 2014.;;8,5;63
721;Archives municipales d'Avignon;1150W;24/09/2013;Archives publiques;Versement;;;Secrétariat général;45 registres d'arrêtés du Maire, 1 article de listes chrono-numériques d'arrêtés (2011- 2013).;;1,7;46
722;Archives municipales d'Avignon;1149W;24/09/2013;Archives publiques;Versement;;;Foncier;33 articles de DIA en DPU (2009).;;3,3;33
723;Archives municipales d'Avignon;1148W;03/10/2013;Archives publiques;Versement;;;Musée Requien;22 articles (1956-2009);;2,2;22
724;Archives municipales d'Avignon;1151W;04/10/2013;Archives publiques;Versement;;;Foncier;37 articles de DIA en DPU (2010).;;3,7;37
725;Archives municipales d'Avignon;1152W;04/10/2013;Archives publiques;Versement;;;Opéra;4 articles de factures (2010) + 5 articles de budgets versés le 19/10/2013 (2009-2013).;;2,7;9
726;Archives municipales d'Avignon;1153W;10/10/2013;Archives publiques;Versement;;;Foncier;40 articles de DIA en DPU (2011);;4;40
727;Archives municipales d'Avignon;1154W;18/10/2013;;Versement;;;Financiers;Marchés publics;;0;0
728;Archives municipales d'Avignon;1155W;18/10/2013;;Versement;;;Financiers;Marchés publics;;0;0
729;Archives municipales d'Avignon;1156W;18/10/2013;;Versement;;;Financiers;Marchés publics;;0;0
730;Archives municipales d'Avignon;1157W;18/10/2013;;Versement;;;Financiers;Marchés publics;;0;0
731;Archives municipales d'Avignon;1158W;23/10/2013;Archives publiques;Versement;;;Personnel-gestion;192 articles d'éléments variables et de dossiers d'agents non titulaires (1985 - 2013).;;0;192
732;Archives municipales d'Avignon;1152W;22/10/2013;Archives publiques;Versement;;;Opéra;5 articles de budgets (2009 - 2013).;;0;5
734;Archives municipales d'Avignon;1159W;25/10/2013;Archives publiques;Versement;;;Foncier;36 articles de DIA (2012). ;;3,6;36
735;Archives municipales d'Avignon;1160W;29/10/2013;Archives publiques;Versement;;;Voirie travaux neufs;23 articles (1968-2012).;;0;23
736;Archives municipales d'Avignon;1161W;13/11/2013;Archives publiques;Versement;;;Technologies de l'information et de la communication;12 articles (1995-2012).;;1,2;12
737;Archives municipales d'Avignon;1162W;13/11/2013;Archives publiques;Versement;;;Secrétariat général;6 articles des réunions  des commissions spéciales (2011-2012).;;0,9;6
738;Archives municipales d'Avignon;1163W;13/11/2013;Archives publiques;Versement;;;Personnel-gestion des temps;49 articles;;0;49
739;Archives municipales d'Avignon;1164W;26/11/2013;Archives publiques;Versement;;;Action culturelle;35 articles manifestations gérées par le service (1981-2013) + vrac dans des caisses bleues (x5).;;6,5;35
740;Archives municipales d'Avignon;1165W;29/11/2013;Archives publiques;Versement;;;Etat-civil;50 articles du bureau des décès (2012).;;5;50
741;Archives municipales d'Avignon;1166W;16/01/2014;Archives publiques;Versement;;;Financiers;140 articles (1987-2012).;;0;140
742;Archives municipales d'Avignon;1167W;10/12/2013;Archives publiques;Versement;;;Etat-civil;Archives du bureau des mariages (2011).;;2,6;12
745;Archives municipales d'Avignon;1168W;13/01/2014;Archives publiques;Versement;;;Voirie circulation;16 articles d'arrêtés temporaires (2012).;;1,6;16
746;Archives municipales d'Avignon;1169W;13/01/2014;Archives publiques;Versement;;;Voirie circulation;12 articles d'arrêtés temporaires (2011).;;1,2;12
747;Archives municipales d'Avignon;1170W;13/01/2014;Archives publiques;Versement;;;Voirie circulation;19 articles d'arrêtés temporaires (2010).;;1,9;19
748;Archives municipales d'Avignon;1171W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;21 articles d'arrêtés temporaires (2008).;;2,1;21
749;Archives municipales d'Avignon;1172W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;20 articles d'arrêtés temporaires  (2009).;;2;20
750;Archives municipales d'Avignon;1173W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;16 articles d'arrêtés temporaires (2010).;;1,6;16
751;Archives municipales d'Avignon;1174W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;19 articles d'arrêtés temporaires (2011).;;1,9;19
752;Archives municipales d'Avignon;1175W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;18 articles d'arrêtés temporaires (2012).;;1,8;18
753;Archives municipales d'Avignon;1176W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;10 articles d'arrêtés temporaires (2010).;;1,5;10
754;Archives municipales d'Avignon;1177W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;11 articles d'arrêtés temporaires (2011).;;1,1;11
755;Archives municipales d'Avignon;1178W;15/01/2014;Archives publiques;Versement;;;Voirie circulation;10 articles d'arrêtés temporaires (2012).;;1;10
756;Archives municipales d'Avignon;1179W;22/01/2014;Archives publiques;Versement;;;Police municipale;204 articles de timbres amendes (2008-2010).;;0;204
757;Archives municipales d'Avignon;1180W;23/01/2014;Archives publiques;Versement;;;Garage municipal;44 articles (1992-2009). ;;4,3;43
758;Archives municipales d'Avignon;1181W;15/01/2014;Archives publiques;Versement;;;Affaires générales et militaires;6 articles;;0;0
759;Archives municipales d'Avignon;1182W;23/01/2014;Archives publiques;Versement;;;Garage municipal;81 articles (2001-2012).;;8,1;81
760;Archives municipales d'Avignon;1184W;27/01/2014;Archives publiques;Versement;;;Musée Requien;8 articles (1936-1999);;0,8;8
761;Archives municipales d'Avignon;1185W;30/01/2014;Archives publiques;Versement;;;Voirie circulation;28 articles de fonctionnement (2002-2012);;0;28
762;Archives municipales d'Avignon;1186W;06/02/2014;Archives publiques;Versement;;;Garage municipal;75 articles (2001-2013);;0;75
765;Archives municipales d'Avignon;1187W;25/02/2014;Archives publiques;Versement;;;Mission prévention sécurité;19 articles (1999-2009) + rajouts en vrac et en boites.;;2,3;19
769;Archives municipales d'Avignon;1188W;27/02/2014;Archives publiques;Versement;;;Secrétariat général;6 articles d'arrêtés du maire (2004).;;0,9;6
773;Archives municipales d'Avignon;1189W;11/03/2014;Archives publiques;Versement;;;Hygiène;28 articles;;0;28
774;Archives municipales d'Avignon;1190W;07/03/2014;Archives publiques;Versement;;;Direction générale;31 articles (6 boites);;0;31
775;Archives municipales d'Avignon;1191W;06/03/2014;Archives publiques;Versement;;;Centre hospitalier d'Avignon;12 articles de la direction des achats et de la logistique, cellule des marchés (1999-2003).;;2,1;12
776;Archives municipales d'Avignon;1192W;06/03/2014;Archives publiques;Versement;;;Communication;Revues de presse et revues de presse tirée à part (2003-2013).;;36;70
777;Archives municipales d'Avignon;1193W;24/09/2014;Archives publiques;Versement;;;Direction générale des services techniques;18 articles archives de M. DUBUY (1994-2011). Versement de 39 articles + boite 10 bis qui devient n° 40 le 24/09/2014 + 182 articles au 25/02/2015 = 237 articles (1982-2014).;;8;40
778;Archives municipales d'Avignon;1190W;19/03/2014;Archives publiques;Versement;;;Direction générale;9 articles (2 boites de JLC à intégrer dans le versement 1190W);;0,2;9
779;Archives municipales d'Avignon;1195W;19/03/2014;Archives publiques;Versement;;;Secrétariat général;18 registres officiels des séances du conseil municipal (2001-2006).;;0;18
782;Archives municipales d'Avignon;1196W;24/03/2014;Archives publiques;Versement;;;Communication;Archives du service, de Fabien Strack, cassettes vidéo, CD....;;52;0
783;Archives municipales d'Avignon;1197W;28/03/2014;Archives publiques;Versement;;;Cabinet du Maire;Archives du chef et du directeur du cabinet du maire.;;3,5;34
784;Archives municipales d'Avignon;1198W;08/04/2014;Archives publiques;Versement;;;Commande publique;Marchés soldés;;5;33
785;Archives municipales d'Avignon;1199W;08/04/2014;Archives publiques;Versement;;;Commande publique;CONR;;8;54
786;Archives municipales d'Avignon;1200W;02/04/2014;Archives publiques;Versement;;;Patrimoine historique;Vrac archives du service (1983-2011);;10,2;0
787;Archives municipales d'Avignon;1201W;24/06/2014;Archives publiques;Versement;;;Police municipale;123 articles (destinés à l'élimination d'après le service);;13,5;123
788;Archives municipales d'Avignon;1204W;24/06/2014;Archives publiques;Versement;;;Police municipale;58 articles (mains courantes, fiches de mission, rapports d'information, correspondance) (1990-2011). ;;6,2;58
789;Archives municipales d'Avignon;1203W;08/04/2014;Archives publiques;Versement;;;Communication;Archives de Fabien Strack et de son secrétariat ;;0;0
791;Archives municipales d'Avignon;1202W;14/04/2014;Archives publiques;Versement;;;Musée Requien;20 articles de comptabilité et de gestion du personnel (1949-2008).;;2;20
792;Archives municipales d'Avignon;1205W;15/04/2014;Archives publiques;Versement;;;Service social et prestations sociales;Photocopies des dossiers transmis au CNAS;;3,7;37
797;Archives municipales d'Avignon;1206W;15/04/2014;Archives publiques;Versement;;;Financiers;;;0;46
798;Archives municipales d'Avignon;1207W;15/04/2014;Archives publiques;Versement;;;Département actions culturelles et animations;Archives Jacques Montaignac : 1 CD-Rom (2006-2008), 30 disquettes (1997-2005).;;0,1;31
816;Archives municipales d'Avignon;1187W;12/05/2014;Archives publiques;Versement;;;Mission prévention sécurité;;;1,2;0
817;Archives municipales d'Avignon;1209W;19/05/2014;Archives publiques;Versement;;;Département actions culturelles et animations;Archives de Jacques MONTAIGNAC, directeur de la culture (1984-2013).;;0;47
818;Archives municipales d'Avignon;1208W;12/02/2014;Archives publiques;Versement;;;Financiers;Vrac bureau d'Olivier LEROY, directeur (1978-2012).;;3;14
823;Archives municipales d'Avignon;1212W;13/11/2007;Archives publiques;Versement;;;Centre hospitalier d'Avignon;Dossiers de personnel;;0;0
826;Archives municipales d'Avignon;1133W;13/06/2014;Archives publiques;Versement;;;Musée Calvet;Vrac;;0;0
827;Archives municipales d'Avignon;1213W;17/07/2014;Archives publiques;Versement;;;Musée Requien;46 articles courrier arrivée et départ, budget, factures, etc... (1996-2007).;;4,6;46
831;Archives municipales d'Avignon;1214W;08/09/2014;Archives publiques;Versement;;;Urbanisme opérationnel;Calamités agricoles, dossiers versés par Bernard MALACHANE et M. ROCCI;;0,6;0
832;Archives municipales d'Avignon;1215W;08/09/2014;Archives publiques;Versement;;;Service social et prestations sociales;24 articles de dossiers de demandes du personnel (2008-2014).;;2,4;24
833;Archives municipales d'Avignon;1216W;30/09/2014;Archives publiques;Versement;;;Direction administrative des services techniques;308 articles de commissions de sécurité (1972-2011) (versement du 06/12/2013), ajout de 78 articles (versement du 09/09/2014).;;0;386
835;Archives municipales d'Avignon;1217W;17/10/2014;Archives publiques;Versement;;;Direction générale;17 articles archives de Jean-Louis Cros (1998-2013) + 5 CD-Rom.;;0;22
838;Archives municipales d'Avignon;OBJ;14/10/2014;Archives publiques;Versement;;;Domaine public;3 plaques de rues en fonte (rues des Infirmières, Palapharnerie, Sambuc) ;;0;3
840;Archives municipales d'Avignon;1218W;17/10/2014;Archives publiques;Versement;;;Financiers;43 articles de pièces préparatoires au budget (2012);;6,8;43
842;Archives municipales d'Avignon;181W;30/10/2014;;Versement;;;Communication;Revues de presse quotidiennes;;0;12
844;Archives municipales d'Avignon;1219W;17/12/2014;Archives publiques;Versement;;;Foncier;38 articles de DIA en DPU (2013);;0;38
845;Archives municipales d'Avignon;1220W;05/11/2014;Archives publiques;Versement;;;Espaces verts;Vrac;;0;0
846;Archives municipales d'Avignon;1221W;05/11/2014;Archives publiques;Versement;;;Electrique;Vrac;;0;0
847;Archives municipales d'Avignon;1222W;05/11/2014;Archives publiques;Versement;;;Voirie direction;Vrac;;0;0
848;Archives municipales d'Avignon;1223W;05/11/2014;Archives publiques;Versement;;;Architecture bâtiments;Vrac;;0;0
849;Archives municipales d'Avignon;1224W;14/11/2014;Archives publiques;Versement;;;Etat-civil;46 articles du bureau des CNI-passeports (doubles des dossiers envoyés en préfecture) (2010-2011);;4,6;46
851;Archives municipales d'Avignon;1225W;04/03/2015;Archives publiques;Versement;;;Police municipale;71 articles : dossiers personnel, synthèses, correspondance (1995-2012).;;15,7;70
852;Archives municipales d'Avignon;1226W;09/12/2014;Archives publiques;Versement;;;Mairie de Montfavet;91 articles du bureau de l'Etat-Civil et de fonctionnement de la mairie.;;0;91
853;Archives municipales d'Avignon;1227W;11/12/2014;Archives publiques;Versement;;;Financiers;Factures (2009);;0;61
854;Archives municipales d'Avignon;1228W;11/12/2014;Archives publiques;Versement;;;Financiers;Factures (2010);;0;42
855;Archives municipales d'Avignon;1229W;12/12/2014;Archives publiques;Versement;;;Financiers;Factures (2010);;0;66
856;Archives municipales d'Avignon;1230W;12/12/2014;Archives publiques;Versement;;;Financiers;Liquidation des marchés (2007);;0;55
857;Archives municipales d'Avignon;1231W;20/02/2015;Archives publiques;Versement;;;Commande publique;69 articles de marchés soldés (1997-2014).;;0;69
858;Archives municipales d'Avignon;1232W;08/01/2015;Archives publiques;Versement;;;Personnel-carrières;13 articles notations, tableaux des effectifs, grades (1999-2012).;;1,6;13
859;Archives municipales d'Avignon;1233W;08/01/2015;Archives publiques;Versement;;;Mairie-nord;15 articles de fonctionnement de la mairie annexe (2000-2013).;;1,6;15
860;Archives municipales d'Avignon;1234W;20/01/2015;Archives publiques;Versement;;;Secrétariat général;Dossiers séances du conseil municipal, convocations, pouvoirs (2009-2010).;;3,1;21
861;Archives municipales d'Avignon;1235W;17/02/2015;Archives publiques;Versement;;;Affaires générales et militaires;Avis d'inscription, registres armée, chiens (2006-2014);;0,5;5
862;Archives municipales d'Avignon;1236W;22/01/2015;Archives publiques;Versement;;;Personnel-mobilité-formation;24 articles des formations (2008-2012).;;3,1;24
863;Archives municipales d'Avignon;1237W;18/02/2015;Archives publiques;Versement;;;Service social et prestations sociales;19 articles : copies des dossiers transmis au CNAS (2015).;;0;19
864;Archives municipales d'Avignon;1238W;18/02/2015;Archives publiques;Versement;;;Service social et prestations sociales;15 articles de demandes de prestations CNAS (2007-2012).;;1,5;15
865;Archives municipales d'Avignon;1239W;12/03/2015;Archives publiques;Versement;;;Enseignement;Inscriptions scolaires et restauration scolaires (2003-2013).;;0;98
866;Archives municipales d'Avignon;1193W;09/03/2015;Archives publiques;Versement;;;Direction générale des services techniques;182 articles, archives de M. DUBUY (1995-2011).;;24;182
867;Archives municipales d'Avignon;1241W;10/03/2015;Archives publiques;Versement;;;Personnel-mobilité-formation;Bureau recrutement 199 articles (1999-2010).;;0;199
868;Archives municipales d'Avignon;1240W;17/02/2015;Archives publiques;Versement;;;Hygiène;17 articles : courriers, plaintes et pétitions (2007-2009).;;0;17
869;Archives municipales d'Avignon;1242W;23/03/2015;Archives publiques;Versement;;;Personnel-gestion;62 articles de dossiers d'agents et de dossiers accidents de service;;0;62
877;Archives municipales d'Avignon;1243W;19/03/2015;Archives publiques;Versement;;;Etat-civil;10 articles bureau des naissances (2013);;1;10
878;Archives municipales d'Avignon;1244W;19/03/2015;Archives publiques;Versement;;;Etat-civil;35 articles bureau des décès (2013);;3,5;35
879;Archives municipales d'Avignon;1245W;20/03/2015;Archives publiques;Versement;;;Etat-civil;7 articles du bureau des mariages (2012);;0,7;7
887;Archives municipales d'Avignon;1246W;15/04/2015;Archives publiques;Versement;;;Urbanisme opérationnel;71 articles sur le POS, les ZAC etc.. + plans 1970 et courrier du service (1970-2011).;;12;71
889;Archives municipales d'Avignon;1247W;16/02/2015;Archives publiques;Versement;;;Direction générale;Vrac récupéré bureaux Jean-Louis Cros et Cécile Combes. ;;17,5;233
891;Archives municipales d'Avignon;1248W;12/05/2015;Archives publiques;Versement;;;Centre hospitalier d'Avignon;8 articles du service des marchés.;;0,8;8
893;Archives municipales d'Avignon;1249W;01/01/2000;Archives publiques;Versement;;;Comité des jumelages d'Avignon;Dessins Enfants du monde;;0;0
894;Archives municipales d'Avignon;1249W;13/05/2015;Archives publiques;Versement;;;Comité des jumelages d'Avignon;Nombreux dessins de la manifestation des enfants du monde (une centaine), environ 4 boîtes d'archives, des photographies et albums photos.;;4;0
897;Archives municipales d'Avignon;1250W;04/06/2015;Archives publiques;Versement;;;Police municipale;110 articles de timbres amendes et de courriers relatifs aux TA;;0;110
898;Archives municipales d'Avignon;1251W;02/06/2015;Archives publiques;Versement;;;Direction de la politique urbaine;Vrac versé par Malika Guin concernant les ZAC, le PLU, le PLH (1993-2003);;1,4;12
899;Archives municipales d'Avignon;1252W;08/06/2015;Archives publiques;Versement;;;Crédit municipal;;;0;28
900;Archives municipales d'Avignon;1253W;10/06/2015;Archives publiques;Versement;;;Gestion du patrimoine;118 articles de gestion des batîments communaux (1961-2001).;;5;118
905;Archives municipales d'Avignon;1254W;19/06/2015;Archives publiques;Versement;;;Etat-civil;16 articles du bureau des naissances (2006).;;1,6;16
906;Archives municipales d'Avignon;1255W;19/06/2015;Archives publiques;Versement;;;Etat-civil;15 articles du bureau courrier-mentions (2013).;;1,5;15
907;Archives municipales d'Avignon;1256W;19/06/2015;Archives publiques;Versement;;;Etat-civil;10 articles du bureau des naissances (2007).;;1;10
909;Archives municipales d'Avignon;1257W;02/12/2015;Archives publiques;Versement;;;Financiers;33 articles du budget 2014;;0;33
910;Archives municipales d'Avignon;1258W;02/12/2015;Archives publiques;Versement;;;Financiers;26 articles du budget 2013;;0;26
911;Archives municipales d'Avignon;1259W;06/07/2015;Archives publiques;Versement;;;Etat-civil;21 articles du bureau CNI Passeports;;2,1;21
912;Archives municipales d'Avignon;1260W;22/07/2015;Archives publiques;Versement;;;Contentieux;62 articles de contentieux de l'urbanisme (1995-2012).;;6,2;62
913;Archives municipales d'Avignon;1261W;24/07/2015;Archives publiques;Versement;;;Action culturelle;36 articles de fonctionnement du service (1980-2013);;3,6;36
914;Archives municipales d'Avignon;1262W;18/09/2015;Archives publiques;Versement;;;Département des Relations aux Usagers;Archives de M. Christian Bergès (1995-2013).;;0;8
915;Archives municipales d'Avignon;1263W;24/09/2015;Archives publiques;Versement;;;Protocole;16 articles de fonctionnement;;1,6;16
917;Archives municipales d'Avignon;1265W;07/10/2015;Archives publiques;Versement;;;Etat-civil;30 articles du bureau des CNI-passeports (doubles à éliminer).;;3;30
918;Archives municipales d'Avignon;1264W;05/10/2015;Archives publiques;Versement;;;Crédit municipal;52 boites d'articles éliminables (2004-2012).;;26;52
920;Archives municipales d'Avignon;1266W;15/10/2015;Archives publiques;Versement;;;Régies municipales;Vrac archives des régies conservation domaine public, foires et marchés, halles, autobus urbains, poids public, taxis.;;0;0
921;Archives municipales d'Avignon;1267W;15/10/2015;Archives publiques;Versement;;;Voirie;Vrac des services V0, V1, V2, V3, V4, V5;;0;0
922;Archives municipales d'Avignon;1268W;15/10/2015;Archives publiques;Versement;;;Direction administrative des services techniques;Vrac archives de Patricia Devalette, MM Gérin et Guerra.;;0;0
